model_name,model_path,trained_model_path,size_mb,parameters,training_time_hours,default_map50,default_map50_95,best_confidence,optimized_map50,optimized_map50_95,map50_improvement,map50_95_improvement,avg_inference_time,fps,preprocess_time_yolo,inference_time_yolo,postprocess_time_yolo,total_inference_time_yolo,fps_yolo,confidence_results,completed_at,part
yolov9t,yolov9t.pt,yolo_litter_detection_part2/yolov9t/weights/best.pt,4.7395734786987305,2128720,0.027530199024412366,0.10113997084628112,0.048642159720617674,0.001,0.10113997084628112,0.048642159720617674,0.0,0.0,0.07943432569503785,12.589016036205473,0.00251296510596028,0.004839306721853955,0.0029413512317889084,0.010293623059603144,97.14752465771305,"[{'confidence': 0.001, 'mAP50': 0.09452651463258285, 'mAP50_95': 0.03918886708900464}, {'confidence': 0.1, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.2, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.3, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.4, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.5, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.6, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.7, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.8, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.9, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.95, 'mAP50': 0.0, 'mAP50_95': 0.0}]",2025-07-04T13:30:08.366970,2
yolo11n,yolo11n.pt,yolo_litter_detection_part2/yolo11n/weights/best.pt,5.353702545166016,2624080,0.021022595630751716,0.21108104719232293,0.10396318025916669,0.001,0.21108104719232293,0.10396318025916669,0.0,0.0,0.07273396253585815,13.748735324395337,0.004321969271521819,0.0023098592980147336,0.0025266468543041444,0.009158475423840698,109.1884788375225,"[{'confidence': 0.001, 'mAP50': 0.18993807831863535, 'mAP50_95': 0.09037403408766054}, {'confidence': 0.1, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.2, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.3, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.4, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.5, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.6, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.7, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.8, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.9, 'mAP50': 0.0, 'mAP50_95': 0.0}, {'confidence': 0.95, 'mAP50': 0.0, 'mAP50_95': 0.0}]",2025-07-04T13:33:48.535786,2
